    0.199285526871681218E+01    0.175739467144012451E+04   -0.181231695413589478E+01   -0.353490741373784006E+09   -0.690775511231546968E+01    1
    0.194979314208030696E+01    0.179197139739990234E+04   -0.162443619966506958E+01   -0.312592577196892917E+09   -0.690875511231548245E+01    1
    0.198135090470314035E+01    0.140067852735519409E+04   -0.310919612646102905E+01   -0.296683999413550079E+09   -0.690975511231547301E+01    1
    0.196663637161254878E+01    0.133556897044181824E+04   -0.253749263286590576E+01   -0.288073663239519060E+09   -0.691075511231547601E+01    1
    0.198636825680732731E+01    0.104170743227005005E+04   -0.264363270998001099E+01   -0.279937911194993854E+09   -0.691175511231546658E+01    1
    0.198791056871414185E+01    0.144304828047752380E+04   -0.477381688356399536E+01   -0.279409599901125193E+09   -0.691275511231547579E+01    1
    0.198383627533912654E+01    0.182756474614143372E+04   -0.775847899913787842E+01   -0.273482360293856561E+09   -0.691375511231547435E+01    1
    0.199103106260299678E+01    0.158257284164428711E+04   -0.691640138626098633E+01   -0.273299753730147123E+09   -0.691475511231548357E+01    1
    0.198978503346443181E+01    0.153120983242988586E+04   -0.116517679691314697E+02   -0.270145390334563017E+09   -0.691575511231552209E+01    1
    0.198246976733207703E+01    0.131855986714363098E+04   -0.484973472356796265E+01   -0.269271319690465331E+09   -0.691675511231554463E+01    1
    0.198119637966156015E+01    0.159567200541496277E+04   -0.624480289220809937E+01   -0.268229185124342680E+09   -0.691775511231549967E+01    1
    0.192356401085853568E+01    0.190905841588973999E+04   -0.417962849140167236E+01   -0.263302793282255024E+09   -0.691875511231549378E+01    1
    0.198978604674339299E+01    0.120920953750610352E+04   -0.111323454380035400E+02   -0.262598303861592054E+09   -0.691975511231551454E+01    1
    0.194994716048240657E+01    0.110163710713386536E+04   -0.214365744590759277E+01   -0.260546704739494920E+09   -0.692075511231548113E+01    1
    0.197168797254562378E+01    0.162212081551551819E+04   -0.901411312818527222E+01   -0.259098132195358634E+09   -0.692175511231547080E+01    1
    0.199667867422103873E+01    0.684207212924957275E+03   -0.409776258468627930E+01   -0.258989940849140376E+09   -0.692275511231549334E+01    1
    0.195643822550773616E+01    0.138079120516777039E+04   -0.474656081199645996E+01   -0.253813347294484705E+09   -0.692375511231548746E+01    1
    0.198149712085723873E+01    0.830435830354690552E+03   -0.416099619865417480E+01   -0.253613276782326460E+09   -0.692475511231548957E+01    1
    0.196083271503448486E+01    0.171795957684516907E+04   -0.984676182270050049E+01   -0.253443097498669952E+09   -0.692575511231552365E+01    1
    0.196647029519081107E+01    0.152531812191009521E+04   -0.907822793722152710E+01   -0.253268106082648218E+09   -0.692675511231553909E+01    1
    0.199608165025711060E+01    0.361024522781372070E+03   -0.703463494777679443E+01   -0.247218903285204768E+09   -0.692775511231552343E+01    1
    0.197283986806869516E+01    0.103642145991325378E+04   -0.103446042537689209E+02   -0.246874531148696542E+09   -0.692875511231550334E+01    1
    0.199201181530952454E+01    0.301804953813552856E+03   -0.478031307458877563E+01   -0.243788967828726768E+09   -0.692975511231548769E+01    1
    0.198244554996490474E+01    0.585010445117950439E+03   -0.689603555202484131E+01   -0.243282019074874401E+09   -0.693075511231546315E+01    1
    0.198913694024086007E+01    0.337685465812683105E+03   -0.468402612209320068E+01   -0.242846224716354042E+09   -0.693175511231550789E+01    1
    0.198489211201667781E+01    0.481419086456298828E+03   -0.750427061319351196E+01   -0.242526784344297379E+09   -0.693275511231550912E+01    1
    0.195243405103683476E+01    0.109253624081611633E+04   -0.449785989522933960E+01   -0.241852606552824527E+09   -0.693375511231550057E+01    1
    0.194495970010757446E+01    0.163817247152328491E+04   -0.115998495817184448E+02   -0.240761045214402556E+09   -0.693475511231554709E+01    1
    0.185950785875320435E+01    0.189950775504112244E+04   -0.141606569290161133E+01   -0.239809902536743701E+09   -0.693575511231551811E+01    1
    0.196367374658584604E+01    0.637279427051544189E+03   -0.273919254541397095E+01   -0.239494453125004351E+09   -0.693675511231548558E+01    1
    0.197432036995887761E+01    0.616939979791641235E+03   -0.725341916084289551E+01   -0.238582406026821315E+09   -0.693775511231549125E+01    1
    0.197803150415420537E+01    0.377465987205505371E+03   -0.792367684841156006E+01   -0.235755252119277537E+09   -0.693875511231549424E+01    1
    0.196008532047271733E+01    0.902601557970046997E+03   -0.706183004379272461E+01   -0.235723734407450259E+09   -0.693975511231547948E+01    1
    0.188820503354072566E+01    0.155782694816589355E+04   -0.320249462127685547E+01   -0.234827058536751747E+09   -0.694075511231545761E+01    1
    0.192202240824699411E+01    0.199570126533508301E+04   -0.732281982898712158E+01   -0.233602491325461477E+09   -0.694175511231546682E+01    1
    0.188322507143020634E+01    0.137018247842788696E+04   -0.199707615375518799E+01   -0.231670299795425802E+09   -0.694275511231551334E+01    1
    0.192783437371253963E+01    0.168650375008583069E+04   -0.110899549722671509E+02   -0.230235061909296542E+09   -0.694375511231550835E+01    1
    0.194913370013237008E+01    0.891098308563232422E+03   -0.702545517683029175E+01   -0.228412266662025779E+09   -0.694475511231550335E+01    1
    0.184096789360046387E+01    0.186073392629623413E+04   -0.261690771579742432E+01   -0.228149002912498474E+09   -0.694575511231551523E+01    1
    0.189092771410942073E+01    0.122914326786994934E+04   -0.171601557731628418E+01   -0.227546301598746240E+09   -0.694675511231552090E+01    1
    0.194968583583831778E+01    0.824909406900405884E+03   -0.703024011850357056E+01   -0.227104331892746001E+09   -0.694775511231551945E+01    1
    0.184981209635734567E+01    0.168287783265113831E+04   -0.234708172082901001E+01   -0.226362070897837818E+09   -0.694875511231547005E+01    1
    0.189824693202972417E+01    0.109310985803604126E+04   -0.227307182550430298E+01   -0.223264470167554438E+09   -0.694975511231546506E+01    1
    0.192386049628257760E+01    0.118308254480361938E+04   -0.605194574594497681E+01   -0.219575081300457269E+09   -0.695075511231549914E+01    1
    0.194458144307136527E+01    0.581496697664260864E+03   -0.928314119577407837E+01   -0.218950059562957585E+09   -0.695175511231552257E+01    1
    0.193400483727455130E+01    0.888064551353454590E+03   -0.104007942080497742E+02   -0.218585712948355794E+09   -0.695275511231550336E+01    1
    0.194462085962295528E+01    0.346735668182373047E+03   -0.100880801677703857E+01   -0.215018082878991008E+09   -0.695375511231547883E+01    1
    0.191404790282249460E+01    0.133831617236137390E+04   -0.107190577387809753E+02   -0.214808027192588806E+09   -0.695475511231550136E+01    1
    0.194376544952392583E+01    0.384619027376174927E+03   -0.717277407646179199E+01   -0.214671504589270353E+09   -0.695575511231551680E+01    1
    0.191192133426666255E+01    0.136469952464103699E+04   -0.119426639676094055E+02   -0.213974050456894368E+09   -0.695675511231548427E+01    1
    0.184871289134025574E+01    0.159135219454765320E+04   -0.289192450046539307E+01   -0.213931626254628032E+09   -0.695775511231548727E+01    1
    0.193501264452934274E+01    0.551607704162597656E+03   -0.100845127105712891E+02   -0.212571604141098410E+09   -0.695875511231550270E+01    1
    0.193741168379783635E+01    0.462657111883163452E+03   -0.722792154550552368E+01   -0.212362705993771851E+09   -0.695975511231551458E+01    1
    0.193297747373580941E+01    0.571578824520111084E+03   -0.588752418756484985E+01   -0.212195582383854330E+09   -0.696075511231551580E+01    1
    0.193333333730697632E+01    0.537051749229431152E+03   -0.930233275890350342E+01   -0.211296163629058838E+09   -0.696175511231550104E+01    1
    0.190150715708732609E+01    0.150811112523078918E+04   -0.676273447275161743E+01   -0.211020267430172384E+09   -0.696275511231553423E+01    1
    0.189555373787879944E+01    0.168578979372978210E+04   -0.678237253427505493E+01   -0.210648137640255153E+09   -0.696375511231550171E+01    1
    0.188981553912162781E+01    0.163571557402610779E+04   -0.564429402351379395E+01   -0.210196580627454221E+09   -0.696475511231547362E+01    1
    0.191710567474365234E+01    0.939071595668792725E+03   -0.607023841142654419E+01   -0.210158001015999049E+09   -0.696575511231551836E+01    1
    0.192683355808258061E+01    0.662242770195007324E+03   -0.713937324285507202E+01   -0.209855149707713306E+09   -0.696675511231553202E+01    1
    0.189863613247871399E+01    0.158238974213600159E+04   -0.857790321111679077E+01   -0.209702867309267581E+09   -0.696775511231552436E+01    1
    0.188996418714523307E+01    0.170261133909225464E+04   -0.837488150596618652E+01   -0.206477378029354423E+09   -0.696875511231550959E+01    1
    0.186816369295120244E+01    0.118519391417503357E+04   -0.275826543569564819E+01   -0.205658878643807411E+09   -0.696975511231549394E+01    1
    0.192324655055999760E+01    0.554689997434616089E+03   -0.905795717239379883E+01   -0.205648050678957164E+09   -0.697075511231548450E+01    1
    0.190958440899848947E+01    0.953030323982238770E+03   -0.107127707004547119E+02   -0.204998113346378207E+09   -0.697175511231548395E+01    1
    0.191179122924804679E+01    0.685515761375427246E+03   -0.773485064506530762E+01   -0.201336666026143253E+09   -0.697275511231548872E+01    1
